workspace,bucket,field_path,source_value
idm,crm_leadSourceExpr_aggregate,,btl
idm,crm_leadSourceExpr_aggregate,,inbound call
idm,crm_leadSourceExpr_aggregate,,adwords
idm,crm_leadSourceExpr_aggregate,,educon
idm,crm_leadSourceExpr_aggregate,,urmisarts
idm,crm_leadSourceExpr_aggregate,,idm2026
idm,crm_leadSourceExpr_aggregate,,desizncircle
idm,crm_leadSourceExpr_aggregate,,facebook
idm,crm_leadSourceExpr_aggregate,,twigz_network
idm,crm_leadSourceExpr_aggregate,,website
idm,crm_leadSourceExpr_aggregate,,walk ins
idm,crm_leadSourceExpr_aggregate,,referral
idm,crm_leadSourceExpr_aggregate,,shiksha
idm,webhook_leadSourceExpr_aggregate,,beyondees
idm,webhook_leadSourceExpr_aggregate,,liveform
idm,webhook_leadSourceExpr_aggregate,,database
idm,webhook_leadSourceExpr_aggregate,,brds
idm,webhook_leadSourceExpr_aggregate,,chatgpt.com
idm,webhook_leadSourceExpr_aggregate,,inbound call
idm,webhook_leadSourceExpr_aggregate,,btl
idm,webhook_leadSourceExpr_aggregate,,careers360
idm,webhook_leadSourceExpr_aggregate,,creativeedge
idm,webhook_leadSourceExpr_aggregate,,google
idm,webhook_leadSourceExpr_aggregate,,chat
idm,webhook_leadSourceExpr_aggregate,,desizncircle
idm,webhook_leadSourceExpr_aggregate,,idm2026
idm,webhook_leadSourceExpr_aggregate,,urmisarts
idm,webhook_leadSourceExpr_aggregate,,adwords
idm,webhook_leadSourceExpr_aggregate,,referral
idm,webhook_leadSourceExpr_aggregate,,social
idm,webhook_leadSourceExpr_aggregate,,direct
idm,webhook_leadSourceExpr_aggregate,,shiksha
idm,webhook_leadSourceExpr_aggregate,,organic
idm,webhook_leadSourceExpr_aggregate,,facebook
idm,webhook_leadSourceExpr_aggregate,,twigz_network
idm,webhook_leadSourceExpr_aggregate,,website
idm,webhook_leadSourceExpr_aggregate,,walk ins
idm,webhook_leadSourceExpr_aggregate,,whatsappleadnurturing_medium=i_ux_1
idm,webhook_leadSourceExpr_aggregate,,singinglines
idm,webhook_leadSourceExpr_aggregate,,educon
idm,webhook_leadSourceExpr_aggregate,,lead nurturing
idm,webhook_leadSourceExpr_aggregate,,agents
idm,webhook_leadSourceExpr_aggregate,,default_source
idm,webhook_leadSourceExpr_aggregate,,idm_qr_code
idm,webhook_leadSourceExpr_aggregate,,lead nururing
idm,webhook_leadSourceExpr_aggregate,,designifffa
idm,webhook_leadSourceExpr_aggregate,,kollegeapply
idm,webhook_leadSourceExpr_aggregate,,web
idm,webhook_leadSourceExpr_aggregate,,collegedunia
idm,webhook_leadSourceExpr_aggregate,,blog
idm,webhook_leadSourceExpr_aggregate,,coachinginstitute
idm,webhook_leadSourceExpr_aggregate,,chatgpt.com#professional-certification
idm,webhook_leadSourceExpr_aggregate,,s15302604
idm,webhook_leadSourceExpr_aggregate,,consultant
idm,webhook_leadSourceExpr_aggregate,,outbound call
idm,webhook_leadSourceExpr_aggregate,,alagangle
idm,webhook_leadSourceExpr_aggregate,,websitepyq
idm,webhook_leadSourceExpr_aggregate,,d2
idm,webhook_leadSourceExpr_aggregate,,samartheducares
idm,webhook_leadSourceExpr_aggregate,,archilearn
idm,webhook_leadSourceExpr_aggregate,,fs
idm,crm_distinct_field,latest_traffic_channel,Chat
idm,crm_distinct_field,latest_traffic_channel,Consultant
idm,crm_distinct_field,latest_traffic_channel,Direct
idm,crm_distinct_field,latest_traffic_channel,Offline
idm,crm_distinct_field,latest_traffic_channel,Organic
idm,crm_distinct_field,latest_traffic_channel,Other Campaigns
idm,crm_distinct_field,latest_traffic_channel,Paid Ads
idm,crm_distinct_field,latest_traffic_channel,Publisher Campaign
idm,crm_distinct_field,latest_traffic_channel,Referral
idm,crm_distinct_field,latest_traffic_channel,Social
idm,crm_distinct_field,latest_traffic_channel,Telephony
idm,crm_distinct_field,primary_traffic_channel,Chat
idm,crm_distinct_field,primary_traffic_channel,Consultant
idm,crm_distinct_field,primary_traffic_channel,Direct
idm,crm_distinct_field,primary_traffic_channel,Offline
idm,crm_distinct_field,primary_traffic_channel,Organic
idm,crm_distinct_field,primary_traffic_channel,Other Campaigns
idm,crm_distinct_field,primary_traffic_channel,Paid Ads
idm,crm_distinct_field,primary_traffic_channel,Publisher Campaign
idm,crm_distinct_field,primary_traffic_channel,Referral
idm,crm_distinct_field,primary_traffic_channel,Social
idm,crm_distinct_field,primary_traffic_channel,Telephony
idm,crm_distinct_field,publisher_name,Agents
idm,crm_distinct_field,publisher_name,Alag Angle
idm,crm_distinct_field,publisher_name,Archi Learn
idm,crm_distinct_field,publisher_name,BRDS
idm,crm_distinct_field,publisher_name,BTL
idm,crm_distinct_field,publisher_name,Beyondees
idm,crm_distinct_field,publisher_name,Careers360
idm,crm_distinct_field,publisher_name,Chat
idm,crm_distinct_field,publisher_name,Chatgpt
idm,crm_distinct_field,publisher_name,Coaching Institute
idm,crm_distinct_field,publisher_name,Collegedunia
idm,crm_distinct_field,publisher_name,Consultant
idm,crm_distinct_field,publisher_name,Database
idm,crm_distinct_field,publisher_name,Design Ifffa
idm,crm_distinct_field,publisher_name,Desizn Circle
idm,crm_distinct_field,publisher_name,Direct
idm,crm_distinct_field,publisher_name,Educon
idm,crm_distinct_field,publisher_name,Facebook
idm,crm_distinct_field,publisher_name,Google Ads
idm,crm_distinct_field,publisher_name,ITM Website
idm,crm_distinct_field,publisher_name,KollegeApply
idm,crm_distinct_field,publisher_name,Lead Nurturing
idm,crm_distinct_field,publisher_name,MYCIVA
idm,crm_distinct_field,publisher_name,Not Mapped
idm,crm_distinct_field,publisher_name,Organic
idm,crm_distinct_field,publisher_name,Referral
idm,crm_distinct_field,publisher_name,SINGING LINES
idm,crm_distinct_field,publisher_name,Shiksha
idm,crm_distinct_field,publisher_name,Silica
idm,crm_distinct_field,publisher_name,Social
idm,crm_distinct_field,publisher_name,Telephony Inbound
idm,crm_distinct_field,publisher_name,Telephony Outbound
idm,crm_distinct_field,publisher_name,Top Rankers
idm,crm_distinct_field,publisher_name,Urmis Arts
idm,crm_distinct_field,publisher_name,Walk In
idm,crm_distinct_field,publisher_name,Website
idm,crm_distinct_field,publisher_name,twigz network
idm,webhook_distinct_field,medium,02265867145
idm,webhook_distinct_field,medium,147
idm,webhook_distinct_field,medium,181
idm,webhook_distinct_field,medium,182
idm,webhook_distinct_field,medium,186
idm,webhook_distinct_field,medium,186_RV
idm,webhook_distinct_field,medium,192
idm,webhook_distinct_field,medium,195
idm,webhook_distinct_field,medium,195_RV
idm,webhook_distinct_field,medium,196
idm,webhook_distinct_field,medium,196_RV
idm,webhook_distinct_field,medium,198
idm,webhook_distinct_field,medium,198_RV
idm,webhook_distinct_field,medium,199
idm,webhook_distinct_field,medium,199_RV
idm,webhook_distinct_field,medium,208
idm,webhook_distinct_field,medium,208_RV
idm,webhook_distinct_field,medium,211
idm,webhook_distinct_field,medium,211_RV
idm,webhook_distinct_field,medium,214
idm,webhook_distinct_field,medium,214_RV
idm,webhook_distinct_field,medium,220
idm,webhook_distinct_field,medium,220_RV
idm,webhook_distinct_field,medium,223
idm,webhook_distinct_field,medium,223_RV
idm,webhook_distinct_field,medium,225
idm,webhook_distinct_field,medium,227
idm,webhook_distinct_field,medium,227_RV
idm,webhook_distinct_field,medium,229
idm,webhook_distinct_field,medium,229_RV
idm,webhook_distinct_field,medium,230
idm,webhook_distinct_field,medium,230_RV
idm,webhook_distinct_field,medium,240
idm,webhook_distinct_field,medium,241
idm,webhook_distinct_field,medium,243
idm,webhook_distinct_field,medium,259
idm,webhook_distinct_field,medium,260
idm,webhook_distinct_field,medium,262
idm,webhook_distinct_field,medium,264
idm,webhook_distinct_field,medium,278_RV
idm,webhook_distinct_field,medium,279
idm,webhook_distinct_field,medium,37
idm,webhook_distinct_field,medium,90Ta
idm,webhook_distinct_field,medium,918634127518
idm,webhook_distinct_field,medium,A10
idm,webhook_distinct_field,medium,AMU01
idm,webhook_distinct_field,medium,B10
idm,webhook_distinct_field,medium,BRDS
idm,webhook_distinct_field,medium,Blog
idm,webhook_distinct_field,medium,C10_3
idm,webhook_distinct_field,medium,CAARREERS360
idm,webhook_distinct_field,medium,CDC
idm,webhook_distinct_field,medium,CJ003
idm,webhook_distinct_field,medium,Chat
idm,webhook_distinct_field,medium,Colleges/Schools
idm,webhook_distinct_field,medium,Colourking
idm,webhook_distinct_field,medium,Demand-Gen
idm,webhook_distinct_field,medium,Design Ifffa
idm,webhook_distinct_field,medium,Forms
idm,webhook_distinct_field,medium,G31
idm,webhook_distinct_field,medium,G310
idm,webhook_distinct_field,medium,G31_V
idm,webhook_distinct_field,medium,G32
idm,webhook_distinct_field,medium,G33
idm,webhook_distinct_field,medium,G39
idm,webhook_distinct_field,medium,G47
idm,webhook_distinct_field,medium,GBP
idm,webhook_distinct_field,medium,GQ
idm,webhook_distinct_field,medium,GQ_V
idm,webhook_distinct_field,medium,ITM Alumnus
idm,webhook_distinct_field,medium,Instagram
idm,webhook_distinct_field,medium,Interest-AI-PROOF-Mumbai
idm,webhook_distinct_field,medium,Interest-IOS-Mumbai
idm,webhook_distinct_field,medium,Interest-UCEED-Mumbai
idm,webhook_distinct_field,medium,Isu
idm,webhook_distinct_field,medium,Itm
idm,webhook_distinct_field,medium,JZ2
idm,webhook_distinct_field,medium,K1059
idm,webhook_distinct_field,medium,KA100
idm,webhook_distinct_field,medium,KWA24
idm,webhook_distinct_field,medium,KWA75
idm,webhook_distinct_field,medium,KWA82
idm,webhook_distinct_field,medium,KWV24
idm,webhook_distinct_field,medium,LG
idm,webhook_distinct_field,medium,LTM01
idm,webhook_distinct_field,medium,Lat1
idm,webhook_distinct_field,medium,Lat1_d
idm,webhook_distinct_field,medium,Lead-Gen
idm,webhook_distinct_field,medium,LeadAd
idm,webhook_distinct_field,medium,MI331
idm,webhook_distinct_field,medium,Mobile App
idm,webhook_distinct_field,medium,NA
idm,webhook_distinct_field,medium,New ITM Student
idm,webhook_distinct_field,medium,Nopaperforms
idm,webhook_distinct_field,medium,PNP85
idm,webhook_distinct_field,medium,PNP89
idm,webhook_distinct_field,medium,Premium Database
idm,webhook_distinct_field,medium,Prospect Data
idm,webhook_distinct_field,medium,RD5
idm,webhook_distinct_field,medium,Sarvgyan
idm,webhook_distinct_field,medium,Silica
idm,webhook_distinct_field,medium,TQi1
idm,webhook_distinct_field,medium,VD_10
idm,webhook_distinct_field,medium,VJ38d
idm,webhook_distinct_field,medium,VJ38e
idm,webhook_distinct_field,medium,VJ38zp
idm,webhook_distinct_field,medium,VJ398a
idm,webhook_distinct_field,medium,VJ62
idm,webhook_distinct_field,medium,Web
idm,webhook_distinct_field,medium,Website
idm,webhook_distinct_field,medium,Website Chat
idm,webhook_distinct_field,medium,Zin3
idm,webhook_distinct_field,medium,admission
idm,webhook_distinct_field,medium,admissionpage
idm,webhook_distinct_field,medium,bm03
idm,webhook_distinct_field,medium,bm100
idm,webhook_distinct_field,medium,bm49
idm,webhook_distinct_field,medium,bm51
idm,webhook_distinct_field,medium,bm54
idm,webhook_distinct_field,medium,bm62
idm,webhook_distinct_field,medium,bm67
idm,webhook_distinct_field,medium,bm68
idm,webhook_distinct_field,medium,bm75
idm,webhook_distinct_field,medium,bm81
idm,webhook_distinct_field,medium,bm88
idm,webhook_distinct_field,medium,bm91
idm,webhook_distinct_field,medium,brds
idm,webhook_distinct_field,medium,brochure
idm,webhook_distinct_field,medium,ca147 comp
idm,webhook_distinct_field,medium,ca55 KA91
idm,webhook_distinct_field,medium,ca55 kapp01
idm,webhook_distinct_field,medium,cad90 VJ38zp
idm,webhook_distinct_field,medium,cap1000
idm,webhook_distinct_field,medium,cap1002
idm,webhook_distinct_field,medium,careeer360
idm,webhook_distinct_field,medium,career360
idm,webhook_distinct_field,medium,careers360
idm,webhook_distinct_field,medium,chatbot
idm,webhook_distinct_field,medium,cidco event
idm,webhook_distinct_field,medium,colleges/schools
idm,webhook_distinct_field,medium,com.google.android.googlequicksearchbox
idm,webhook_distinct_field,medium,consultant
idm,webhook_distinct_field,medium,cv55 PNP28
idm,webhook_distinct_field,medium,default_medium
idm,webhook_distinct_field,medium,digitalbrochure
idm,webhook_distinct_field,medium,direct
idm,webhook_distinct_field,medium,exhibition banner
idm,webhook_distinct_field,medium,flyer
idm,webhook_distinct_field,medium,google
idm,webhook_distinct_field,medium,idmbachelorofdesigninanimationandvfxpage
idm,webhook_distinct_field,medium,idmbachelorofdesigninfashiondesignpage
idm,webhook_distinct_field,medium,idmbachelorofdesignininteriordesignpage
idm,webhook_distinct_field,medium,instituteofdesignandmediapage
idm,webhook_distinct_field,medium,k100
idm,webhook_distinct_field,medium,last year data
idm,webhook_distinct_field,medium,m14
idm,webhook_distinct_field,medium,m15
idm,webhook_distinct_field,medium,m16
idm,webhook_distinct_field,medium,ma11
idm,webhook_distinct_field,medium,ma53
idm,webhook_distinct_field,medium,ma69
idm,webhook_distinct_field,medium,ma70
idm,webhook_distinct_field,medium,ma72
idm,webhook_distinct_field,medium,online_content
idm,webhook_distinct_field,medium,others
idm,webhook_distinct_field,medium,paid
idm,webhook_distinct_field,medium,placementpage
idm,webhook_distinct_field,medium,pop_socket
idm,webhook_distinct_field,medium,prospect data
idm,webhook_distinct_field,medium,response
idm,webhook_distinct_field,medium,sarvgyan
idm,webhook_distinct_field,medium,search
idm,webhook_distinct_field,medium,standbanner
idm,webhook_distinct_field,medium,thankyoupage
idm,webhook_distinct_field,medium,uceed
idm,webhook_distinct_field,medium,urmis arts
idm,webhook_distinct_field,medium,website
idm,webhook_distinct_field,medium,whatsapp
idm,webhook_distinct_field,medium,yahoo
idm,webhook_distinct_field,source_value,Adwords
idm,webhook_distinct_field,source_value,Agents
idm,webhook_distinct_field,source_value,BTL
idm,webhook_distinct_field,source_value,Blog
idm,webhook_distinct_field,source_value,Chat
idm,webhook_distinct_field,source_value,Consultant
idm,webhook_distinct_field,source_value,Database
idm,webhook_distinct_field,source_value,Facebook
idm,webhook_distinct_field,source_value,Inbound Call
idm,webhook_distinct_field,source_value,Organic
idm,webhook_distinct_field,source_value,Outbound Call
idm,webhook_distinct_field,source_value,Referral
idm,webhook_distinct_field,source_value,S15302604
idm,webhook_distinct_field,source_value,Walk Ins
idm,webhook_distinct_field,source_value,Web
idm,webhook_distinct_field,source_value,Website
idm,webhook_distinct_field,source_value,alagangle
idm,webhook_distinct_field,source_value,archilearn
idm,webhook_distinct_field,source_value,beyondees
idm,webhook_distinct_field,source_value,brds
idm,webhook_distinct_field,source_value,btl
idm,webhook_distinct_field,source_value,careers360
idm,webhook_distinct_field,source_value,chat
idm,webhook_distinct_field,source_value,chatgpt.com
idm,webhook_distinct_field,source_value,chatgpt.com#professional-certification
idm,webhook_distinct_field,source_value,coachinginstitute
idm,webhook_distinct_field,source_value,collegedunia
idm,webhook_distinct_field,source_value,consultant
idm,webhook_distinct_field,source_value,creativeedge
idm,webhook_distinct_field,source_value,d2
idm,webhook_distinct_field,source_value,database
idm,webhook_distinct_field,source_value,default_source
idm,webhook_distinct_field,source_value,designifffa
idm,webhook_distinct_field,source_value,desizncircle
idm,webhook_distinct_field,source_value,direct
idm,webhook_distinct_field,source_value,educon
idm,webhook_distinct_field,source_value,fs
idm,webhook_distinct_field,source_value,google
idm,webhook_distinct_field,source_value,idm2026
idm,webhook_distinct_field,source_value,idm_qr_code
idm,webhook_distinct_field,source_value,kollegeapply
idm,webhook_distinct_field,source_value,lead nurturing
idm,webhook_distinct_field,source_value,lead nururing
idm,webhook_distinct_field,source_value,liveform
idm,webhook_distinct_field,source_value,organic
idm,webhook_distinct_field,source_value,referral
idm,webhook_distinct_field,source_value,s15302604
idm,webhook_distinct_field,source_value,samartheducares
idm,webhook_distinct_field,source_value,shiksha
idm,webhook_distinct_field,source_value,singinglines
idm,webhook_distinct_field,source_value,social
idm,webhook_distinct_field,source_value,twigz_network
idm,webhook_distinct_field,source_value,urmisarts
idm,webhook_distinct_field,source_value,web
idm,webhook_distinct_field,source_value,website
idm,webhook_distinct_field,source_value,websitepyq
idm,webhook_distinct_field,source_value,whatsappleadnurturing_medium=i_ux_1
idm,webhook_distinct_field,publisher_id,Agents
idm,webhook_distinct_field,publisher_id,Alag Angle
idm,webhook_distinct_field,publisher_id,Archi Learn
idm,webhook_distinct_field,publisher_id,BRDS
idm,webhook_distinct_field,publisher_id,BTL
idm,webhook_distinct_field,publisher_id,Beyondees
idm,webhook_distinct_field,publisher_id,Careers360
idm,webhook_distinct_field,publisher_id,Chat
idm,webhook_distinct_field,publisher_id,Chatgpt
idm,webhook_distinct_field,publisher_id,Coaching Institute
idm,webhook_distinct_field,publisher_id,Collegedunia
idm,webhook_distinct_field,publisher_id,Consultant
idm,webhook_distinct_field,publisher_id,Database
idm,webhook_distinct_field,publisher_id,Design Ifffa
idm,webhook_distinct_field,publisher_id,Desizn Circle
idm,webhook_distinct_field,publisher_id,Direct
idm,webhook_distinct_field,publisher_id,Educon
idm,webhook_distinct_field,publisher_id,Facebook
idm,webhook_distinct_field,publisher_id,Google Ads
idm,webhook_distinct_field,publisher_id,ITM Website
idm,webhook_distinct_field,publisher_id,KollegeApply
idm,webhook_distinct_field,publisher_id,Lead Nurturing
idm,webhook_distinct_field,publisher_id,MYCIVA
idm,webhook_distinct_field,publisher_id,Not Mapped
idm,webhook_distinct_field,publisher_id,Organic
idm,webhook_distinct_field,publisher_id,Previous Year Paper
idm,webhook_distinct_field,publisher_id,Referral
idm,webhook_distinct_field,publisher_id,SINGING LINES
idm,webhook_distinct_field,publisher_id,Samarth Educares
idm,webhook_distinct_field,publisher_id,Shiksha
idm,webhook_distinct_field,publisher_id,Silica
idm,webhook_distinct_field,publisher_id,Social
idm,webhook_distinct_field,publisher_id,Telephony Inbound
idm,webhook_distinct_field,publisher_id,Telephony Outbound
idm,webhook_distinct_field,publisher_id,Top Rankers
idm,webhook_distinct_field,publisher_id,Urmis Arts
idm,webhook_distinct_field,publisher_id,Walk In
idm,webhook_distinct_field,publisher_id,Website
idm,webhook_distinct_field,publisher_id,twigz network
idm,webhook_distinct_field,traffic_channel,Chat
idm,webhook_distinct_field,traffic_channel,Consultant
idm,webhook_distinct_field,traffic_channel,Direct
idm,webhook_distinct_field,traffic_channel,Offline
idm,webhook_distinct_field,traffic_channel,Organic
idm,webhook_distinct_field,traffic_channel,Other Campaigns
idm,webhook_distinct_field,traffic_channel,Paid Ads
idm,webhook_distinct_field,traffic_channel,Previous Year Paper
idm,webhook_distinct_field,traffic_channel,Publisher Campaign
idm,webhook_distinct_field,traffic_channel,Referral
idm,webhook_distinct_field,traffic_channel,Social
idm,webhook_distinct_field,traffic_channel,Telephony
